job_id,job_title,company_name,company_rating,location,scraped_city,role_category,experience_raw,experience_min_yrs,experience_max_yrs,salary_raw,salary_min_lpa,salary_max_lpa,salary_disclosed,skills_required,skills_count,job_description,posted_date_raw,work_mode,company_size_bucket,job_url,data_source,scraped_at,salary_tier,experience_tier,is_senior,primary_city,skill_domain,salary_midpoint_lpa,days_since_posted,is_fresher_friendly,salary_negotiable
9150,Chartered Accountant,AWC Software,3.7,Noida,Noida,Data Analyst,0-5 Yrs,0.0,5.0,Not Disclosed,0.0,0.0,False,"Ca, Finance, Taxation, Accounting",4,"Provide strategic guidance on financing options, investment opportunities, and risk man...",3 weeks ago,On-site,Small/Startup (<100),https://www.naukri.com/job-listings-chartered-accountant-awc-software-noida-0-to-5-years-140526012098,naukri.com,2025-06-10,Undisclosed,Fresher,False,Noida,Business Intelligence,0.0,21.0,True,False
9151,Associate Engineer - OSS,Cradlepoint,3.6,Noida,Noida,Data Analyst,2-7 Yrs,2.0,7.0,Not Disclosed,0.0,0.0,False,Not Available,0,Join our Team About this Opportunity Ericsson is currently looking for an exp...,1 day ago,On-site,Small/Startup (<100),https://www.naukri.com/job-listings-associate-engineer-oss-cradlepoint-part-of-ericsson-noida-2-to-7-years-090626500649,naukri.com,2025-06-10,Undisclosed,Junior (0-2 Yrs),False,Noida,Business Intelligence,0.0,1.0,False,False
9152,Hiring For RCM Leadership || Operations Managers & AVP || AR Calling,Axis Services,3.6,"Noida, Hyderabad, Coimbatore",Noida,Data Analyst,0-5 Yrs,0.0,5.0,1-4.25 Lacs PA,1.0,4.25,True,"US Healthcare, AR Calling, Denial Management, Revenue Cycle Management, Denial Handling, Medicare, CPT, CMS",8,*Shift Timings* - Flexible As per the requirements . *Notice Period* - Max Upto 15 Days...,3+ weeks ago,On-site,Small/Startup (<100),https://www.naukri.com/job-listings-hiring-for-rcm-leadership-operations-managers-avp-ar-calling-axis-services-noida-hyderabad-coimbatore-0-to-5-years-090526004494,naukri.com,2025-06-10,Entry (<3 LPA),Fresher,True,Noida,Business Intelligence,2.62,21.0,True,False
9153,Central Operations - Assistant Manager,Paytm,3.2,Noida,Noida,Data Analyst,3-6 Yrs,3.0,6.0,Not Disclosed,0.0,0.0,False,"operations management, python, c++, data analytics, data analysis, natural language processing, neural networks, machine learning",8,"We may use artificial intelligence (AI) tools to support parts of the hiring process, ...",1 day ago,On-site,Large (1000+),https://www.naukri.com/job-listings-central-operations-assistant-manager-paytm-payments-services-limited-noida-3-to-6-years-080626503904,naukri.com,2025-06-10,Undisclosed,Mid (3-5 Yrs),True,Noida,AI/ML/DL,0.0,1.0,False,False
9154,Assistant Manager Patient Experience,Fortis,4.0,Noida,Noida,Data Analyst,2-7 Yrs,2.0,7.0,Not Disclosed,0.0,0.0,False,"project management, data analysis, team management, team motivation, team supervision, team handling, cmmi, team coaching",8,Collaborate with cross-functional teams to identify areas for improvement. Analyze data...,1 day ago,On-site,Small/Startup (<100),https://www.naukri.com/job-listings-assistant-manager-patient-experience-fortis-healthcare-ltd-noida-2-to-7-years-080626503423,naukri.com,2025-06-10,Undisclosed,Junior (0-2 Yrs),True,Noida,Business Intelligence,0.0,1.0,False,False
9155,Automation Architect-Java,Ericsson,3.9,Hybrid - Noida,Noida,Data Analyst,6-10 Yrs,6.0,10.0,22.5-30 Lacs PA,22.5,30.0,True,"Java, Design, Automation, Hibernate, Architecture, Design Patterns, Service Design, ORM",8,"6+ years of overall experience, combining Automation Architecture with strong hands-on ...",Just now,Hybrid,Small/Startup (<100),https://www.naukri.com/job-listings-automation-architect-java-ericsson-noida-6-to-10-years-080626024791,naukri.com,2025-06-10,Leadership (20+ LPA),Senior (6-8 Yrs),False,Noida,Business Intelligence,26.25,0.0,False,False
9156,AI Workflow Trainee,Shipgig Ventures,1.9,Noida,Noida,Data Analyst,0-1 Yrs,0.0,0.0,Not Disclosed,0.0,0.0,False,"python, c++, natural language processing, scikit-learn, problem solving, numpy, machine learning, artificial intelligence",8,"Experience with programming languages such as Python, Java, or C++.",3+ weeks ago,On-site,Small/Startup (<100),https://www.naukri.com/job-listings-ai-workflow-trainee-shipgig-ventures-noida-0-to-1-years-070526501645,naukri.com,2025-06-10,Undisclosed,Fresher,False,Noida,AI/ML/DL,0.0,21.0,True,False
9157,Intern,iQor,3.3,Noida,Noida,Data Analyst,3 months duration,3.0,8.0,Unpaid,10.0,18.0,True,Not Available,0,Not Available,Starts in 1-3 months,On-site,Small/Startup (<100),https://www.naukri.com/job-listings-intern-iqor-noida-0-to-3-years-010426504457,naukri.com,2025-06-10,Senior (10-20 LPA),Mid (3-5 Yrs),False,Noida,Business Intelligence,14.0,30.0,False,False
9158,Advance Excel Intern,Training Basket,4.4,Noida,Noida,Data Analyst,No fixed duration,4.0,8.0,Unpaid,10.0,18.0,True,Not Available,0,Not Available,Starts in 1-3 months,On-site,Small/Startup (<100),https://www.naukri.com/job-listings-advance-excel-intern-training-basket-noida-0-to-1-years-010426504434,naukri.com,2025-06-10,Senior (10-20 LPA),Mid (3-5 Yrs),False,Noida,Business Intelligence,14.0,30.0,False,False
9159,Associate Founder's Office,University Living Accommodation,3.9,Noida,Noida,Data Analyst,0-2 Yrs,0.0,2.0,Not Disclosed,0.0,0.0,False,"Administration, Data analysis, B2B, Social media, Tool design, Manager Technology, Research, Management",8,"Skills and Qualifications: . 1 . 0-1 year of relevant experience in data analysis, rese...",3+ weeks ago,On-site,Small/Startup (<100),https://www.naukri.com/job-listings-associate-founder-s-office-university-living-accommodation-pvt-ltd-noida-0-to-2-years-281125506099,naukri.com,2025-06-10,Undisclosed,Fresher,False,Noida,Business Intelligence,0.0,21.0,True,False
9160,Marketing Coordinator,Visual Eyes Optik Technologies,1.5,Noida,Noida,Data Analyst,0-4 Yrs,0.0,4.0,Not Disclosed,0.0,0.0,False,"digital marketing, project management, data analysis, software, branding, advertising, sales, marketing automation",8,Strong attention to detail and organizational skills. Disclaimer: This job description ...,3+ weeks ago,On-site,Small/Startup (<100),https://www.naukri.com/job-listings-marketing-coordinator-visualeyes-noida-0-to-4-years-271125501164,naukri.com,2025-06-10,Undisclosed,Fresher,False,Noida,Business Intelligence,0.0,21.0,True,False
9161,Manager,Coox Online,3.5,Noida,Noida,Data Analyst,0-2 Yrs,0.0,2.0,Not Disclosed,0.0,0.0,False,"balance sheet, data analysis, report generation, customer complaints, training, accounting, staffing, excel",8,COOX is looking for Manager to join our dynamic team and embark on a rewarding career j...,3+ weeks ago,On-site,Small/Startup (<100),https://www.naukri.com/job-listings-manager-coox-noida-0-to-2-years-270825502781,naukri.com,2025-06-10,Undisclosed,Fresher,True,Noida,Business Intelligence,0.0,21.0,True,False
9162,Research Associate,Noida Institute of Engineering Technology (NIET),3.2,"Noida, Greater Noida",Noida,Data Analyst,0-2 Yrs,0.0,2.0,Not Disclosed,0.0,0.0,False,"Computer science, Data analysis, Literature, Engineering management, Compliance, Pharmacy, Intellectual property, Manager Technology",8,"Noida Institute of Engineering & Technology (NIET), Greater Noida invites talented educ...",3+ weeks ago,On-site,Small/Startup (<100),https://www.naukri.com/job-listings-research-associate-niet-noida-greater-noida-0-to-2-years-240725501648,naukri.com,2025-06-10,Undisclosed,Fresher,False,Noida,Business Intelligence,0.0,21.0,True,False
9163,Trainee R&D,Attero Recycling,4.4,Noida,Noida,Data Analyst,0-1 Yrs,0.0,0.0,Not Disclosed,0.0,0.0,False,"python, data analysis, training and development, employee relations, training, machine learning, research, new product development",8,"Familiarity with relevant software and tools, such as data analysis software. . Strong ...",3+ weeks ago,On-site,Small/Startup (<100),https://www.naukri.com/job-listings-trainee-r-d-attero-noida-0-to-1-years-230426504719,naukri.com,2025-06-10,Undisclosed,Fresher,False,Noida,AI/ML/DL,0.0,21.0,True,False
9164,Social Media Manager,Cybonix,2.9,Noida,Noida,Data Analyst,0-2 Yrs,0.0,2.0,Not Disclosed,0.0,0.0,False,"Social media, Social Media Manager, Management, Media",4,Cybonix Technologies Pvt Ltd is looking for Social Media Manager Must be able to work w...,3+ weeks ago,On-site,Small/Startup (<100),https://www.naukri.com/job-listings-social-media-manager-cybonix-technologies-pvt-ltd-noida-0-to-2-years-230119501941,naukri.com,2025-06-10,Undisclosed,Fresher,True,Noida,Business Intelligence,0.0,21.0,True,False
9165,"Creative Content Writer, Translator, and Proofreader (Hindi Medium)",Khan Global Studies,3.2,Noida,Noida,Data Analyst,0-4 Yrs,0.0,4.0,Not Disclosed,0.0,0.0,False,"Data analysis, Civil, Excel, PDF, Social media, Content writing, Digital marketing, Powerpoint",8,Qualifications: . Bachelors degree in a relevant fieldPrior work experience in content ...,3+ weeks ago,On-site,Small/Startup (<100),https://www.naukri.com/job-listings-creative-content-writer-translator-and-proofreader-hindi-medium-khan-global-studies-noida-0-to-4-years-211223501283,naukri.com,2025-06-10,Undisclosed,Fresher,False,Noida,Business Intelligence,0.0,21.0,True,False
9166,Sap Native Hana Consultant,Tata Consultancy Services,3.3,"Noida, Hyderabad, Bengaluru",Noida,Data Analyst,5-10 Yrs,5.0,10.0,Not Disclosed,0.0,0.0,False,"SAP Native HANA, Native, SAP Hana, Consulting, SAP",5,Must have 5 years of IT experience . Strong Requirement Elicitation & Analysis skills ....,2 weeks ago,On-site,Large (1000+),https://www.naukri.com/job-listings-sap-native-hana-consultant-tata-consultancy-services-noida-hyderabad-bengaluru-5-to-10-years-210526025034,naukri.com,2025-06-10,Undisclosed,Mid (3-5 Yrs),False,Noida,Business Intelligence,0.0,14.0,False,False
9167,Email Marketer,BrandBurp Digital A Fluper Company,4.6,Noida,Noida,Data Analyst,0-3 Yrs,0.0,3.0,Not Disclosed,0.0,0.0,False,"Email Marketer, Email marketing, Email, Marketing",4,"Roles Responsibilities : Mandatory Skills : Data Analysis, Writing and Editing, SEO ...",3+ weeks ago,On-site,Small/Startup (<100),https://www.naukri.com/job-listings-email-marketer-brandburp-digital-a-fluper-company-noida-0-to-3-years-210520501300,naukri.com,2025-06-10,Undisclosed,Fresher,False,Noida,Business Intelligence,0.0,21.0,True,False
9168,Research Associate,Allele Life Sciences,3.6,Noida,Noida,Data Analyst,0-5 Yrs,0.0,5.0,Not Disclosed,0.0,0.0,False,"Cell culture, Flow cytometry, Data analysis, Scientific writing, Real time pcr, Equipment maintenance, Molecular biology, Research Associate",8,"Standard operating procedures, safety regulations, equipment maintenance instructions, ...",3+ weeks ago,On-site,Small/Startup (<100),https://www.naukri.com/job-listings-research-associate-allele-life-sciences-p-ltd-noida-0-to-5-years-200226503634,naukri.com,2025-06-10,Undisclosed,Fresher,False,Noida,Business Intelligence,0.0,21.0,True,False
9169,Quality Control Professional,Sahir Impex,3.6,Noida,Noida,Data Analyst,0-2 Yrs,0.0,2.0,Not Disclosed,0.0,0.0,False,"3d modeling, tekla structures, steel structures, 3ds max, navisworks, modeling, sds, bim",8,A masters degree may be preferred for higher-level positionsExperience in performing in...,3+ weeks ago,On-site,Small/Startup (<100),https://www.naukri.com/job-listings-quality-control-professional-sahir-impex-noida-0-to-2-years-191224501018,naukri.com,2025-06-10,Undisclosed,Fresher,False,Noida,Business Intelligence,0.0,21.0,True,False
9170,Marketing Intern,New Modern Buildwell,3.1,Noida,Noida,Data Analyst,No fixed duration,4.0,8.0,Unpaid,10.0,18.0,True,Not Available,0,Not Available,Starts in 1-3 months,On-site,Small/Startup (<100),https://www.naukri.com/job-listings-marketing-intern-new-modern-buildwell-noida-0-to-1-years-190624501608,naukri.com,2025-06-10,Senior (10-20 LPA),Mid (3-5 Yrs),False,Noida,Business Intelligence,14.0,30.0,False,False
9171,Computer Operator,RIGHT STEP CONSULTING PRIVATE LIMITED,3.6,Noida,Noida,Data Analyst,0-5 Yrs,0.0,5.0,Not Disclosed,0.0,0.0,False,"Interpersonal skills, Computer Operator, Area Executive, Database, PHP, Monthly reports, HTTP, FMCG",8,"Any Graduate can applyGood interpersonal skills. Additional Information .Salary:INR 1, ...",3+ weeks ago,On-site,Large (1000+),https://www.naukri.com/job-listings-computer-operator-right-step-consulting-private-limited-noida-0-to-5-years-151117501135,naukri.com,2025-06-10,Undisclosed,Fresher,False,Noida,Business Intelligence,0.0,21.0,True,False
9172,Deep Learning Internship,Codersarts,3.6,Noida,Noida,Data Analyst,0-5 Yrs,0.0,5.0,Not Disclosed,0.0,0.0,False,"Computer vision, Data analysis, Image processing, SAS, Coding, Neural networks, Machine learning, Internship",8,Relevant internship or work experience with data analysis Master or PhD degree in Stati...,3+ weeks ago,On-site,Small/Startup (<100),https://www.naukri.com/job-listings-deep-learning-internship-codersarts-noida-0-to-5-years-140922502021,naukri.com,2025-06-10,Undisclosed,Fresher,False,Noida,AI/ML/DL,0.0,21.0,True,False
9173,Visa Specialist,THE Young Wings Noida Sector 62,3.6,Noida,Noida,Data Analyst,0-4 Yrs,0.0,4.0,Not Disclosed,0.0,0.0,False,"python, data analysis, data analytics, natural language processing, customer service, machine learning, reconciliation, sql",8,THE YOUNG WINGS is looking for Visa Specialist to join our dynamic team and embark on a...,3+ weeks ago,On-site,Small/Startup (<100),https://www.naukri.com/job-listings-visa-specialist-the-young-wings-noida-0-to-4-years-121125500186,naukri.com,2025-06-10,Undisclosed,Fresher,False,Noida,AI/ML/DL,0.0,21.0,True,False
9174,Research Trainee,Allele Life Sciences,3.6,Noida,Noida,Data Analyst,No fixed duration,4.0,8.0,Unpaid,10.0,18.0,True,Not Available,0,Not Available,Starts in 3-6 months,On-site,Small/Startup (<100),https://www.naukri.com/job-listings-research-trainee-allele-life-sciences-p-ltd-noida-0-to-1-years-120226505572,naukri.com,2025-06-10,Senior (10-20 LPA),Mid (3-5 Yrs),False,Noida,Business Intelligence,14.0,90.0,False,False
9175,Digital Doctors Internship,Moris Media,4.4,Noida,Noida,Data Analyst,3 months duration,3.0,8.0,Unpaid,10.0,18.0,True,Not Available,0,Not Available,Starts in 1-3 months,On-site,Small/Startup (<100),https://www.naukri.com/job-listings-digital-doctors-internship-moris-media-noida-0-to-3-years-111125501088,naukri.com,2025-06-10,Senior (10-20 LPA),Mid (3-5 Yrs),False,Noida,Business Intelligence,14.0,30.0,False,False
9176,Project Fellow,Curadev,2.7,Noida,Noida,Data Analyst,0-1 Yrs,0.0,0.0,Not Disclosed,0.0,0.0,False,"project management, data analysis, administration, business analysis, teaching, autocad, coordination, excel",8,Literature Review: Conduct literature reviews to stay current with relevant research in...,3+ weeks ago,On-site,Small/Startup (<100),https://www.naukri.com/job-listings-project-fellow-curadev-pharma-pvt-ltd-noida-0-to-1-years-101025503791,naukri.com,2025-06-10,Undisclosed,Fresher,False,Noida,Business Intelligence,0.0,21.0,True,False
9177,Medical Coders,Genus Healthcare Solution And It Consulting,4.9,"Noida, Mumbai, Bengaluru",Noida,Data Analyst,1-6 Yrs,1.0,6.0,Not Disclosed,0.0,0.0,False,"Pathology, IVR, Cardiovascular, Anesthesia, HR, Hrsd, Medical coding, Coding",8,Genus Healthcare Solution and IT Consulting Pvt Lt is looking for Medical Coders to joi...,3+ weeks ago,On-site,Large (1000+),https://www.naukri.com/job-listings-medical-coders-genus-healthcare-solution-and-it-consulting-pvt-lt-noida-mumbai-bengaluru-1-to-6-years-070524501374,naukri.com,2025-06-10,Undisclosed,Junior (0-2 Yrs),False,Noida,Business Intelligence,0.0,21.0,True,False
9178,Marketing associate,Verkko Group,3.8,Noida,Noida,Data Analyst,0-3 Yrs,0.0,3.0,Not Disclosed,0.0,0.0,False,"digital marketing, digital, email marketing, product launch, market research, advertising, media, analysis",8,Disclaimer: This job description has been sourced from a public domain and may have bee...,3+ weeks ago,On-site,Small/Startup (<100),https://www.naukri.com/job-listings-marketing-associate-verkko-group-noida-0-to-3-years-061125503752,naukri.com,2025-06-10,Undisclosed,Fresher,False,Noida,Business Intelligence,0.0,21.0,True,False
9179,BDE Sales - Intern,Tod Technologies In,3.6,Noida,Noida,Data Analyst,3 months duration,3.0,8.0,Unpaid,10.0,18.0,True,Not Available,0,Not Available,Starts in 1-3 months,On-site,Small/Startup (<100),https://www.naukri.com/job-listings-bde-sales-intern-tod-technologies-noida-0-to-2-years-030425500566,naukri.com,2025-06-10,Senior (10-20 LPA),Mid (3-5 Yrs),False,Noida,Business Intelligence,14.0,30.0,False,False
9180,Maths and Statistics Faculty,Vishveshwarya Institute Of Engineering And Technology,4.1,Noida,Noida,Data Analyst,0-3 Yrs,0.0,3.0,Not Disclosed,0.0,0.0,False,"tgt, python, data analysis, mathematics, tutoring, teaching, calculus, machine learning",8,Develop and deliver engaging curriculum for mathematics and statistics courses. A...,3+ weeks ago,On-site,Small/Startup (<100),https://www.naukri.com/job-listings-maths-and-statistics-faculty-vishveshwarya-institute-of-engineering-and-technology-noida-0-to-3-years-020724501323,naukri.com,2025-06-10,Undisclosed,Fresher,False,Noida,AI/ML/DL,0.0,21.0,True,False
9181,Helper,Gaur Construction,4.3,"Noida, Greater Noida",Noida,Data Analyst,0-2 Yrs,0.0,2.0,Not Disclosed,0.0,0.0,False,"Dashboard Creation, Strategic Decision-Making, Data Management, Data Analysis, Research, Excel Reporting, Data Mapping, Analysis",8,Following instructions and procedures to perform assigned tasks. Complying with a...,3+ weeks ago,On-site,Small/Startup (<100),https://www.naukri.com/job-listings-helper-gaurs-group-noida-greater-noida-0-to-2-years-020724500140,naukri.com,2025-06-10,Undisclosed,Fresher,False,Noida,Business Intelligence,0.0,21.0,True,False
9182,Senior E-Commerce Executive B2C Sales,McGraw Hill,3.5,Noida,Noida,Data Analyst,3-5 Yrs,3.0,5.0,Not Disclosed,0.0,0.0,False,"Promotional campaigns, Data analysis, Publishing, Analytical, Relationship building, Demand forecasting, Online sales, Billing",8,"Manage demand forecasting, inventory planning, and execute promotional campaigns to dri...",3+ weeks ago,On-site,Small/Startup (<100),https://www.naukri.com/job-listings-senior-e-commerce-executive-b2c-sales-mcgraw-hill-education-noida-3-to-5-years-240426504101,naukri.com,2025-06-10,Undisclosed,Mid (3-5 Yrs),True,Noida,Business Intelligence,0.0,21.0,False,False
9183,Sr. Executive - Talent Acquisition,Artech India,3.6,Noida,Noida,Data Analyst,1-3 Yrs,1.0,3.0,Not Disclosed,0.0,0.0,False,"data analysis, hiring, employment law, employee referral, candidate sourcing, interview coordination, sourcing, staffing",8,"Candidate Assessment: Review resumes, conduct interviews, and assess candidates to dete...",3+ weeks ago,On-site,Small/Startup (<100),https://www.naukri.com/job-listings-sr-executive-talent-acquisition-artech-india-noida-1-to-3-years-050324502632,naukri.com,2025-06-10,Undisclosed,Junior (0-2 Yrs),True,Noida,Business Intelligence,0.0,21.0,True,False
9184,Professor- Accounts & Finance/Business Stats & Quantitative Techniques,Asian Education Group,3.5,Noida(Sector 125),Noida,Data Analyst,3-8 Yrs,3.0,8.0,6-10 Lacs PA,6.0,10.0,True,"Teaching, Business Statistics, Education, Data Analysis, Quantitative Techniques, Data, Accounting, Finance",8,Employment Details . Employment Type: Full Time Teaching & Instruction: Teach undergrad...,2 weeks ago,On-site,Small/Startup (<100),https://www.naukri.com/job-listings-professor-accounts-finance-business-stats-quantitative-techniques-asian-education-group-noida-3-to-8-years-250526027863,naukri.com,2025-06-10,Mid (6-10 LPA),Mid (3-5 Yrs),False,Noida,Business Intelligence,8.0,14.0,False,False
9185,Business Analytics Professional,Digitalcobb,3.6,Noida,Noida,Data Analyst,2-5 Yrs,2.0,5.0,Not Disclosed,0.0,0.0,False,"project management, data analysis, team management, business analysis, business development, sales, sales operations, marketing",8,Experience with data analysis tools and technologies. . Ability to collaborate with sta...,2 weeks ago,On-site,Small/Startup (<100),https://www.naukri.com/job-listings-business-analytics-professional-digitalcobb-pvt-ltd-noida-2-to-5-years-200526501402,naukri.com,2025-06-10,Undisclosed,Junior (0-2 Yrs),False,Noida,Business Intelligence,0.0,14.0,False,False
9186,Business Development,Vista Consoles Electronics,4.1,Noida(Sector 67),Noida,Data Analyst,2-5 Yrs,2.0,5.0,Not Disclosed,0.0,0.0,False,"Client Acquisition, Lead Generation, Cold Calling, Bid Management, Inside Sales, Proposal Building, Cold, Client",8,Role & responsibilities To assist in developing and implementing a strategic business ...,3 weeks ago,On-site,Small/Startup (<100),https://www.naukri.com/job-listings-business-development-vista-consoles-electronics-noida-2-to-5-years-180526026294,naukri.com,2025-06-10,Undisclosed,Junior (0-2 Yrs),False,Noida,Business Intelligence,0.0,21.0,False,False
9187,Asso. Professor/Professor of Practice - Business Analytics,Lloyd Business School,3.7,Noida,Noida,Data Analyst,10-12 Yrs,0.0,0.0,Not Disclosed,0.0,0.0,False,"Cloud computing, Supply chain management, Data analysis, SAS, Cognos, Artificial Intelligence, Business analytics, SPSS",8,Minimum of 8 years of experience in teaching and research in Business Analytics or rela...,3+ weeks ago,On-site,Small/Startup (<100),https://www.naukri.com/job-listings-asso-professor-professor-of-practice-business-analytics-lloyd-business-school-noida-10-to-12-years-190124501907,naukri.com,2025-06-10,Undisclosed,Fresher,False,Noida,Business Intelligence,0.0,21.0,True,False
9188,AI/ML & Business development Intern,Fusionpact Technologies,4.7,Noida,Noida,Data Analyst,3 months duration,3.0,8.0,Unpaid,10.0,18.0,True,Not Available,0,Not Available,Starts in 1-3 months,On-site,Small/Startup (<100),https://www.naukri.com/job-listings-ai-ml-business-development-intern-fusionpact-technologies-inc-noida-1-to-3-years-131125503544,naukri.com,2025-06-10,Senior (10-20 LPA),Mid (3-5 Yrs),False,Noida,Business Intelligence,14.0,30.0,False,False
9189,Business Development Manager (Hotels),Easemytrip,4.0,"Noida, New Delhi, Gurugram",Noida,Data Analyst,3-8 Yrs,3.0,8.0,Not Disclosed,0.0,0.0,False,"Hospitality, Data analysis, Interpersonal skills, Excel, Partnership management, Competitive analysis, Relationship building, Manager Quality Control",8,Roles and Rsponsibilities:- Strategic Partner Acquisition: Proactively identify and ...,3+ weeks ago,On-site,Small/Startup (<100),https://www.naukri.com/job-listings-business-development-manager-hotels-easemytrip-com-noida-new-delhi-gurugram-3-to-8-years-110725500341,naukri.com,2025-06-10,Undisclosed,Mid (3-5 Yrs),True,Noida,Business Intelligence,0.0,21.0,False,False
9190,Business Associate,Reality Tree,2.5,Noida,Noida,Data Analyst,1-4 Yrs,1.0,4.0,Not Disclosed,0.0,0.0,False,"tendering, project management, data analysis, workday, documentation, business analysis, business development, market research",8,"Support business operations by conducting market research, data analysis, and generat...",3+ weeks ago,On-site,Small/Startup (<100),https://www.naukri.com/job-listings-business-associate-reality-tree-noida-1-to-4-years-110425500689,naukri.com,2025-06-10,Undisclosed,Junior (0-2 Yrs),False,Noida,Business Intelligence,0.0,21.0,True,False
9191,Business Intelligence Consultant,Geotechnosoft,3.6,Noida,Noida,Data Analyst,2-5 Yrs,2.0,5.0,Not Disclosed,0.0,0.0,False,"Training, Data analysis, tableau, Analytical, query, power bi, Business intelligence, SQL",8,Strong teamwork and collaboration skills. Education and Training: . Bachelors degree in...,3+ weeks ago,On-site,Small/Startup (<100),https://www.naukri.com/job-listings-business-intelligence-consultant-geotechnosoft-noida-2-to-5-years-101223500590,naukri.com,2025-06-10,Undisclosed,Junior (0-2 Yrs),False,Noida,Business Intelligence,0.0,21.0,False,False
9192,Business Development Manager,Student Grad,3.6,Noida,Noida,Data Analyst,3-5 Yrs,3.0,5.0,Not Disclosed,0.0,0.0,False,"Cold calling, Health insurance, Market analysis, Data analysis, Networking, Relationship building, Financial planning, Budgeting",8,Work Schedule: 6-day workweek with rotational shifts as needed bachelors degree in busi...,3+ weeks ago,On-site,Small/Startup (<100),https://www.naukri.com/job-listings-business-development-manager-student-grad-noida-3-to-5-years-060825502901,naukri.com,2025-06-10,Undisclosed,Mid (3-5 Yrs),True,Noida,Business Intelligence,0.0,21.0,False,False
9193,Business Coordinator,Nitrodynamics Aerospace & Defence,3.6,"Noida, Kanpur, Greater Noida",Noida,Data Analyst,2-4 Yrs,2.0,4.0,Not Disclosed,0.0,0.0,False,"Data analysis, Financial reporting, Project management, Process improvement, Analytical, Business Coordinator, Market research, Resource management",8,". Bachelor\u2019s degree in Business Administration, Management, or a related field. 15...",3+ weeks ago,On-site,Small/Startup (<100),https://www.naukri.com/job-listings-business-coordinator-nitrodynamics-aerospace-and-defence-pvt-ltd-noida-kanpur-greater-noida-2-to-4-years-011024502510,naukri.com,2025-06-10,Undisclosed,Junior (0-2 Yrs),False,Noida,Business Intelligence,0.0,21.0,False,False
9194,Sr. Manager / Manager - Finance and Accounts,Capital Outsourcing & Management Services Private Limited,3.6,Noida(Sector 127),Noida,Data Analyst,8-12 Yrs,8.0,12.0,7-10 Lacs PA,7.0,10.0,True,"Payroll Accounting, Accounting And Reporting, Budgeting And Forecasting, Financial Planning, Team Management, TDS, PF, Audit Management",8,Desired Candidate Profile: . CA / MBA Finance / MCom / CMA preferredExperience in Facil...,1 week ago,On-site,Small/Startup (<100),https://www.naukri.com/job-listings-sr-manager-manager-finance-and-accounts-capital-outsourcing-management-services-noida-8-to-12-years-270526025849,naukri.com,2025-06-10,Mid (6-10 LPA),Senior (6-8 Yrs),True,Noida,Business Intelligence,8.5,7.0,False,False
9195,International Voice Process | Fresher Can Apply | Gurgaon,Call & Whatsapp Sneha @ 8448100705,3.6,"Noida, Gurugram, Delhi / NCR",Noida,Data Analyst,0-1 Yrs,0.0,0.0,2-5 Lacs PA,2.0,5.0,True,"Customer Service, Front Desk, tele sales, mis executive, billing executive, BPO, night shift, OPD",8,Executive Assistant (Need only Female -GGN fresher with excellent communication skill c...,2 weeks ago,On-site,Large (1000+),https://www.naukri.com/job-listings-international-voice-process-fresher-can-apply-gurgaon-talent-city-consultants-noida-gurugram-delhi-ncr-0-to-1-years-210526019348,naukri.com,2025-06-10,Entry (<3 LPA),Fresher,False,Noida,Business Intelligence,3.5,14.0,True,False
9196,Biotechnologist- north zone,Mabbit Communications,3.6,"Noida, Chandigarh, New Delhi, Lucknow, Gurugram, Jaipur",Noida,Data Analyst,0-2 Yrs,0.0,2.0,5-6 Lacs PA,5.0,6.0,True,"Biotechnology, Microbiology, Biology, Cell Biology, Life Sciences, Health Care Services, Bioprocess Engineering, Zoology",8,Provide a minimum of two references along with their resume,3 weeks ago,On-site,Small/Startup (<100),https://www.naukri.com/job-listings-biotechnologist-north-zone-mabbit-communications-noida-chandigarh-new-delhi-lucknow-gurugram-jaipur-0-to-2-years-170526003450,naukri.com,2025-06-10,Junior (3-6 LPA),Fresher,False,Noida,Business Intelligence,5.5,21.0,True,False
9197,.NET Software Developer,Impetus Technologies,3.3,"Noida, Indore, Bengaluru",Noida,Data Analyst,6-10 Yrs,6.0,10.0,Not Disclosed,0.0,0.0,False,"C#, T-SQL, .Net, SSIS, .Net Core, ASP.Net, Development, Software development",8,"Job DescriptionWe are looking for a skilled .NET, SQL & SSIS Developer with 36 years o...",3+ weeks ago,On-site,Small/Startup (<100),https://www.naukri.com/job-listings-net-software-developer-impetus-technologies-noida-indore-bengaluru-6-to-10-years-120526024748,naukri.com,2025-06-10,Undisclosed,Senior (6-8 Yrs),False,Noida,Business Intelligence,0.0,21.0,False,False
9198,Lead AI ML Engineer,Optum,4.0,Noida,Noida,Data Analyst,14-20 Yrs,14.0,20.0,Not Disclosed,0.0,0.0,False,"ml engineer, kubernetes, python, natural language processing, ai, machine learning, artificial intelligence, docker",8,"Masters degree in Computer Science, Engineering, Mathematics, Statistics, or a related ...",1 week ago,On-site,Small/Startup (<100),https://www.naukri.com/job-listings-lead-ai-ml-engineer-optum-global-solutions-india-private-limited-noida-14-to-20-years-030626913506,naukri.com,2025-06-10,Undisclosed,Lead/Architect (9+ Yrs),True,Noida,AI/ML/DL,0.0,7.0,False,False
